Código Institución,Nombre Institución,Número Identificación Tributaria - NIT,Principal/Seccional,Naturaleza Jurídica,Sector,Carácter Académico,Cod Departamento,Departamento Domicilio,Cod Municipio,Municipio Domicilio,Dirección Domicilio,Teléfono Domicilio,Norma de Creación,Fecha Norma de Creación,¿Acreditada Alta Calidad?,Fecha Acreditación,Resolución de la acreditación,Vigencia de la acreditación,Estado,Fecha Actualizacion,Página Web
3822,POLITECNICO ICAFT,800.029.090-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 39 No.14-62,3239750,RESOLUCION 1643 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.icaft.edu.co
3824,ESCUELA SUPERIOR DE CIENCIAS EMPRESARIALES - ECIEM,800.113.262-0,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 24 27 A-62,7434541,RESOLUCION 9121 MINISTERIO DE EDUCACION NACIONAL.,07/11/1990 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.eciem.edu.co
3826,CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-,860.053.914-4,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 41  27A-56 La Soledad,3689618,RESOLUCION 1567 MINISTERIO DE JUSTICIA,03/25/1977 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cide.edu.co
3827,POLITECNICO SANTAFE DE BOGOTA,860070298-7,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Transversal 18 A Bis N� 37 - 11,3209056263,RESOLUCION 9097 MINISTERIO DE EDUCACION NACIONAL,06/04/1979 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.psb.edu.co
3828,TECNOLOGICA DEL SUR,805.001.162-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,76,VALLE DEL CAUCA,76001,CALI,Calle 5 24A-52 Miraflores,5142111,RESOLUCION 5050 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.tecnologica.edu.co
3829,CORPORACION JHON F. KENNEDY,800.210.541,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Cll 46 #13-43,2451333,RESOLUCION 5460 MINISTERIO DE EDUCACION NACIONAL,10/01/1993 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.jfk.edu.co
3830,CORPORACION UNIVERSAL DE INVESTIGACION Y TECNOLOGIA -CORUNIVERSITEC-,860.514.382-5,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 34  15-36,5780330,RESOLUCION 2286 MINISTERIO DE EDUCACION NACIONAL,02/21/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.coruniversitec.edu.co
3831,CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,817.004.535,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,19,CAUCA,19001,POPAYAN,Calle 4   No. 8 - 30,8220517,RESOLUCION 597 MINISTERIO DE EDUCACION NACIONAL,04/02/2001 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unicomfacauca.edu.co
3834,CORPORACION TECNOLOGICA CATOLICA DE OCCIDENTE - TECOC -,811.039.347-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Calle 20  5-07  Llano de Bolivar,8533489,RESOLUCION 44 MINISTERIO DE EDUCACION NACIONAL.,01/17/2002 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,No disponible
3901,ESCUELA DE FORMACION DE INFANTERIA DE MARINA,800141688,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION TECNOLOGICA,70,SUCRE,70221,COVEAS (SUCRE),"Carretera Troncal v�a Lorica, Cove�as - Sucre",2880265,NO INFORMA SIN DATO SIN DATO,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.armada.mil.co
3902,ESCUELA  MILITAR DE SUBOFICIALES SARGENTO INOCENCIO CHINCA,808000211,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION TECNOLOGICA,25,CUNDINAMARCA,25488,NILO,Fuerte Militar de Tolemaida,8383002,NO INFORMA SIN DATO SIN DATO,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.emsub.edu.co
4101,INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO,891.902.811-0,PRINCIPAL,DEPARTAMENTAL,OFICIAL,INSTITUCION TECNICA PROFESIONAL,76,VALLE DEL CAUCA,76622,ROLDANILLO,Carrera 7 10-20 Roldanillo,2298586,DECRETO 1093 Gobierno Nacional.,05/17/1979 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.intep.edu.co
4102,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR,860.402.193-9,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION TECNICA PROFESIONAL,44,GUAJIRA,44650,SAN JUAN DEL CESAR,Carrera 13 7A-61 Barrio 20 de Julio,7740098,DECRETO 1098 Gobierno Nacional.,03/17/1979 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,No disponible
4106,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES,892.400.461.5,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION TECNICA PROFESIONAL,88,SAN ANDRES Y PROVIDENCIA,88001,SAN ANDRES,Barrio Sarie Bay con Av. Colombia,5125916,DECRETO 176 Gobierno Nacional,01/29/1980 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.infotepsai.edu.co
4107,INSTITUTO TECNICO AGRICOLA ITA,800.124.023-4,PRINCIPAL,MUNICIPAL,OFICIAL,INSTITUCION TECNICA PROFESIONAL,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,Carrera 13   Calle 26C,2360673,DECRETO 603 Gobierno Nacional.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ita.edu.co
4108,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,860.523.694-6,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 13 No.16-74,3443000,DECRETO 146 Gobierno Nacional,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.itc.edu.co
4109,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ - INTENALCO,800.248.004-7,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION TECNICA PROFESIONAL,76,VALLE DEL CAUCA,76001,CALI,Avenida 4 Norte # 34AN-18 Barrio Prados de� Norte Comuna No 02,6553333,RESOLUCION 20500 Ministerio de Educacion Nacional.,11/16/1979 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.intenalco.edu.co
4110,INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL,800.173.719-0,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION TECNICA PROFESIONAL,73,TOLIMA,73268,ESPINAL (CHICORAL),Calle 18 Carrera 1� Barrio Arkabal,2483501,DECRETO 3462 Gobierno Nacional.,12/24/1980 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.itfip.edu.co
4111,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL - HUMBERTO VELASQUEZ GARCIA,891.701.932-0,PRINCIPAL,DEPARTAMENTAL,OFICIAL,INSTITUCION TECNICA PROFESIONAL,47,MAGDALENA,47189,CIENAGA,Calle 10 12-22 Plaza del Centenario,4240800,DECRETO 3506 Gobierno Nacional.,12/10/1981 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.infotephvg.edu.co
4112,COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS - IES CINOC,890.802.678-4,PRINCIPAL,DEPARTAMENTAL,OFICIAL,INSTITUCION TECNICA PROFESIONAL,17,CALDAS,17541,PENSILVANIA,Carrera 5 # 6-30,8555118,DECRETO 37 Gobierno Nacional,01/08/1985 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.iescinoc.edu.co
4301,UNIDAD TECNICA PROFESIONAL DE SEVILLA-UNITEPS-,NO INFORMA,PRINCIPAL,MUNICIPAL,OFICIAL,INSTITUCION TECNICA PROFESIONAL,76,VALLE DEL CAUCA,76736,SEVILLA,Calle 51 No. 48 - 31,2198444,ACUERDO 11 Concejo Municipal,03/13/1998 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,uniteps@col2.telecom.com.co
4701,FUNDACION ACADEMIA DE DIBUJO PROFESIONAL,NO INFORMA,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,76,VALLE DEL CAUCA,76001,CALI,Calle 27 Norte No. 6BN-50,6874100,RESOLUCION 18638 MINISTERIO DE EDUCACION NACIONAL.,11/19/1984 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fadp.edu.co
4702,FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-,860.524.219-5,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle  67   14A-29,3470000,RESOLUCION 14878 MINISTERIO DE EDUCACION NACIONAL.,10/05/1984 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,No disponible
4704,FUNDACION PARA LA EDUCACION SUPERIOR REAL DE COLOMBIA,860.533.613-2,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 48  No.91-16,6369260,RESOLUCION 21994 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,No disponible
4705,FUNDACION CENTRO DE EDUCACION SUPERIORINVESTIGACION Y PROFESIONALIZACION -CEDINPRO-,860.512.509-4,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Sede Adtiva: Carrera 46 No.93-40 La Castellana,2483613,RESOLUCION 1000 MINISTERIO DE EDUCACION NACIONAL.,02/01/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cedinpro.edu.co
4708,FUNDACION ESCUELA COLOMBIANA DE HOTELERIA Y TURISMO-ECOTET-,860.350.003-3,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Ava. 13 (Autopista Norte)  106-63,6184710,RESOLUCION 2285 MINISTERIO DE EDUCACION NACIONAL.,02/21/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ecotet.com
4709,INSTITUCION UNIVERSITARIA EAM,890002590-2,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,63,QUINDIO,63001,ARMENIA,Carrera 14  3-11 Av. Bolivar,451101,RESOLUCION OJ032 GOBIERNO DEPARTAMENTAL DEL QUINDIO.,07/31/1973 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.eam.edu.co
4710,POLITECNICO INDOAMERICANO,no disponible,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 15 Bis No. 39-16,3239750,RESOLUCION 9168 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,politecnicoindoamericano.edu.co
4714,FUNDACION INTERAMERICANA TECNICA-FIT-,860.055.057,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 36  15-63,7040760,RESOLUCION 954 MINISTERIO DE JUSTICIA.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fit.edu.co
4719,FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA,860.072.063.2,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Diagonal 47 Sur No.53-46 Barrio Venecia,7111063,RESOLUCION 17084 MINISTERIO DE EDUCACION NACIONAL.,11/13/1978 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.nuevaamerica.edu.co
4721,FUNDACION UNIVERSITARIA HORIZONTE,860.516.580-6,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 69 No. 14-30,7437270,RESOLUCION 11106 MINISTERIO DE EDUCACION NACIONAL,07/13/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.insutec.edu.co
4726,FUNDACION UNIVERSITARIA SAN MATEO - SAN MATEO EDUCACION SUPERIOR,800.040.295-9,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Transversal 17 25-25,3309999,RESOLUCION 14135 MINISTERIO DE EDUCACION NACIONAL.,10/16/1987 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fus.edu.co
4727,POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR,900002845-0,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 73 No. 10-45,4005700,RESOLUCION 4135 MINISTERIO DE EDUCACION NACIONAL.,11/11/2004 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.politecnicointernacional.edu.co
4801,CORPORACION ACADEMIA SUPERIOR DE ARTES,890984813-2,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Calle 43 78-40,4112811,RESOLUCION 11105 MINISTERIO DE EDUCACION NACIONAL.,07/13/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.corpoasa.edu.co
4803,CORPORACION POLITECNICO COLOMBO ANDINO,860.508.517-8,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 56 14-67,5556969,RESOLUCION 2026 MINISTERIO DE EDUCACION NACIONAL.,03/02/1982 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.polcolan.edu.co
4805,CORPORACION TECNICA DE COLOMBIA -CORPOTEC-,860.516.740-8,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Av. Ciudad de Cali 69A - 47,3173707085,RESOLUCION 4023 Ministerio de Educaci�n Nacional,03/25/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.corpotec.edu.co
4806,CORPORACION CENTRO DE ESTUDIOS ARTISTICOS Y TECNICOS-CEART-,860.036.444-2,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 42 No.13-26,3405125,NO INFORMA 1727 MINISTERIO DE JUSTICIA,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ce-art.edu.co
4808,CORPORACION REGIONAL DE EDUCACION SUPERIOR-CRES-DE CALI,890.328.023-8,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,76,VALLE DEL CAUCA,76001,CALI,"Calle 6 No. 30� -23 Av. Roosevel, Barrio El Cedro",6826182,RESOLUCION 1998 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.corpocres.edu.co
4810,CORPORACION UNIVERSITARIA CENDA,NO INFORMA,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Av. Caracas 35-18,2329084,RESOLUCION 11109 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,No disponible
4811,CORPORACION DE ESTUDIOS SUPERIORES SALAMANDRA,890.324.361,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,76,VALLE DEL CAUCA,76001,CALI,Calle 17 A 121-399 Casa 75 A  Pance,5552133,RESOLUCION 11104 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cenda-cali.edu.co
4812,CORPORACION DE EDUCACION SUPERIOR SURAMERICA,860.519.585-6,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,CaLLE 136 Bis No. 103D-10,7443316,RESOLUCION 1311 MINISTERIO DE EDUCACION NACIONAL,02/29/1984 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.lasmercedes.edu.co
4813,CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-,860401734-9,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 5  12-64  La Candelaria,3813222,RESOLUCION 1379 MINISTERIO DE EDUCACION NACIONAL,02/03/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cun.edu.co
4817,CORPORACION EDUCATIVA DEL LITORAL,890.104.481-6,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,8,ATLANTICO,8001,BARRANQUILLA,CL79 # 42F-110,3207450,RESOLUCION 713 GOBERNACION DEL ATLANTICO.,06/19/1972 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.corpoedulitoral.edu.co
4818,CORPORACION UNIVERSITARIA LATINOAMERICANA - CUL,890.103.657-0,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,8,ATLANTICO,8001,BARRANQUILLA,Calle  58  55-24A,3444868,RESOLUCION 273 MINISTERIO DE EDUCACION NACIONAL,03/23/1971 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ul.edu.co
4822,CORPORACION ESCUELA DE ARTES Y LETRAS,860504543-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 12  70-44/46,5417173,RESOLUCION 6272 MINISTERIO DE EDUCACION NACIONAL,05/04/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.artesyletras.com.co
4825,CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF,891.408.248-5,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,66,RISARALDA,66001,PEREIRA,Carrera 6 24-56,3400100,RESOLUCION 19348 MINISTERIO DE EDUCACION NACIONAL.,12/07/1985 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ciaf.edu.co
4826,CORPORACION UNIVERSITARIA REGIONAL DEL CARIBE -IAFIC-,890.481.341-9,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,13,BOLIVAR,13001,CARTAGENA,"Pie del Cerro, Av.Pedro Heredia 18B-17",6665832,RESOLUCION 8992 MINISTERIO DE EDUCACION NACIONAL.,06/21/1985 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.iafic.edu.co
4827,CORPORACION EDUCATIVA INSTITUTO TECNICO SUPERIOR DE ARTES IDEARTES,NO INFORMA,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,5,ANTIOQUIA,5001,MEDELLIN,Calle 47  42-39,2175599,RESOLUCION 11103 MINISTERIO DE EDUCACION NACIONAL.,07/13/1983 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.institutodeartes.edu.co
4829,CORPORACION INTERAMERICANA DE EDUCACION SUPERIOR-CORPOCIDES,890.204.702,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,68,SANTANDER,68001,BUCARAMANGA,Carrera 26  50-73,6473939,RESOLUCION 80 GOBIERNO DEPARTAMENTAL DE SANTANDER,08/01/1974 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.interamericana.edu.co
4832,CORPORACION INSTITUTO SUPERIOR DE EDUCACION SOCIAL-ISES-,860.066.098-5,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 23  63 - 36,5441388,RESOLUCION 2028 MINISTERIO DE EDUCACION NACIONAL,03/02/1982 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ises.edu.co
4835,CORPORACION UNIVERSITARIA TALLER CINCO CENTRO DE DISE�O,860078430-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Autopista Norte Km. 19 (Via a Chia),6760448,RESOLUCION 11108 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www taller5.edu.co
4837,CORPORACION UNIVERSITARIA DE CIENCIAS EMPRESARIALES EDUCACION Y SALUD -CORSALUD-,NO INFORMA,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,8,ATLANTICO,8001,BARRANQUILLA,Carrera 53   59-70,3492619,RESOLUCION 3514 MINISTERIO DE EDUCACION NACIONAL.,07/15/1993 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.corsalud.cjb.net
5801,CORPORACION ESCUELA TECNOLOGICA DEL ORIENTE,804006527-3,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,68,SANTANDER,68001,BUCARAMANGA,Calle 41 10-30 Barrio Alfonso L�pez,6349810,RESOLUCION 2680 MINISTERIO DE EDUCACION NACIONAL,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.tecnologicadeloriente.edu.co
5802,UNIVERSIDAD ECCI,860.401.496-0,PRINCIPAL,CORPORACION,PRIVADA,UNIVERSIDAD,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 19  49-20,3537171,RESOLUCION 2683 MINISTERIO DE EDUCACION NACIONAL.,03/28/1985 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ecci.edu.co
9102,ESCUELA DE SUBOFICIALES DE LA FUERZA AEREA COLOMBIANA ANDRES M. DIAZ,80.014.164,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION TECNOLOGICA,25,CUNDINAMARCA,25430,MADRID,Madrid (Cundinamarca),,ACUERDO 275 ICFES.,12/05/1991 12:00:00 AM,SI,10/01/2019 12:00:00 AM,10409,6,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.esufa.edu.com
9103,ESCUELA MILITAR DE AVIACION MARCO FIDEL SUAREZ,800.141.621,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,76,VALLE DEL CAUCA,76001,CALI,Carrera  8  58-67,4881000,DECRETO 2247 Presidencia de la Rep�blica,03/13/1998 12:00:00 AM,SI,03/21/2018 12:00:00 AM,4600,6,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.emavi.edu.co
9104,ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA,800131272-0,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle  80  38-00 (Avenida Suba),3770850,NO INFORMA 30 CONGRESO,12/28/1992 12:00:00 AM,SI,11/15/2016 12:00:00 AM,21340,4,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.esmic.edu.co
9105,ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA,800141648-9,PRINCIPAL,NACIONAL,OFICIAL,UNIVERSIDAD,13,BOLIVAR,13001,CARTAGENA,"Barrio Manzanillo, Avenida El Bosque",6694295,DECRETO 793 Gobierno Nacional,07/06/1907 12:00:00 AM,SI,11/10/2017 12:00:00 AM,24403,6,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.escuelanaval.edu.co
9107,ESCUELA DE INGENIEROS MILITARES,* *,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera  50 #18-06 Puente Aranda,4468011,NO INFORMA 00015 Comando del Ej�rcito Nacional,12/28/1992 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.esing.mil.co
9108,INSTITUTO CARO Y CUERVO,899999096-6,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 10  4-69,3422121,NO INFORMA _ _,03/13/1998 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.caroycuervo.gov.co
